"Equity","株式",1
"Fixed Income","債権",1
"Equity-Fundamental","株基本",2
"Equity-Strategy","株戦略",2
"Equity-Quants","株クアンツ",2
"Economics","経済",2
"Foreign Exchange","為替",2
"Rates","金利",2
"Credit","クレジット",2
"Japan", "日本",3
"Asia ex-Japan", "アジア日本吹く",3
"EMEA","欧州",3
"Americas","アメリカ",3
